City Key,City,State Province,Sales Territory
33986,Round Oak,Georgia,Southeast
33987,Round Pond,Arkansas,Southeast
33988,Round Prairie,Minnesota,Plains
33989,Round Rock,Texas,Southwest
33990,Round Rock,Arizona,Southwest
33991,Round Top,Texas,Southwest
33992,Round Valley,California,Far West
33993,Roundhead,Ohio,Great Lakes
33994,Roundup,Texas,Southwest
33995,Roundup,Montana,Rocky Mountain
33996,Rouses Point,New York,Mideast
33997,Rouseville,Pennsylvania,Mideast
33998,Rouzerville,Pennsylvania,Mideast
33999,Rover,Arkansas,Southeast
34000,Sheakleyville,Pennsylvania,Mideast
34001,Roosevelt,Washington,Far West
34002,Rover,Tennessee,Southeast
34003,Rupert,West Virginia,Southeast
34004,Rural Hall,North Carolina,Southeast
34005,Rural Hill,Tennessee,Southeast
34006,Rural Retreat,Virginia,Southeast
34007,Rural Ridge,Pennsylvania,Mideast
34008,Rural Valley,Pennsylvania,Mideast
34009,Rush,New York,Mideast
34010,Rush,Kentucky,Southeast
34011,Rush,Colorado,Rocky Mountain
34012,Rush Center,Kansas,Plains
34013,Rush City,Minnesota,Plains
34014,Rush Hill,Missouri,Plains
34015,Rush Springs,Oklahoma,Southwest
34016,Rush Valley,Utah,Rocky Mountain
34017,Rushford,New York,Mideast
34018,Rushford,Minnesota,Plains
34019,Rushford Village,Minnesota,Plains
34020,Rushmere,Virginia,Southeast
34021,Rushmore,Minnesota,Plains
34022,Rushsylvania,Ohio,Great Lakes
34023,Rushton,Michigan,Great Lakes
34024,Rushville,Missouri,Plains
34025,Rushville,Ohio,Great Lakes
34026,Rushville,Nebraska,Plains
34027,Rushville,Indiana,Great Lakes
34028,Rushville,Illinois,Great Lakes
34029,Rushville,New York,Mideast
34030,Rusk,Wisconsin,Great Lakes
34031,Rusk,Texas,Southwest
34032,Ruskin,Florida,Southeast
34033,Ruskin,Nebraska,Plains
34034,Shallotte,North Carolina,Southeast
34035,Shallow Water,Kansas,Plains
34036,Shallowater,Texas,Southwest
34037,Shambaugh,Iowa,Plains
34038,Shamokin,Pennsylvania,Mideast
34039,Shamokin Dam,Pennsylvania,Mideast
34040,Shamrock,Oklahoma,Southwest
34041,Shamrock,Texas,Southwest
34042,Shamrock,Florida,Southeast
34043,Shamrock Lakes,Indiana,Great Lakes
34044,Shanagolden,Wisconsin,Great Lakes
34045,Shandaken,New York,Mideast
34046,Shandon,Ohio,Great Lakes
34047,Shandon,California,Far West
34048,Shanghai,West Virginia,Southeast
34049,Shaniko,Oregon,Far West
34050,Shanksville,Pennsylvania,Mideast
34051,Shannon,Mississippi,Southeast
34052,Shannon,Illinois,Great Lakes
34053,Shannon,North Carolina,Southeast
34054,Shannon,Georgia,Southeast
34055,Shannon City,Iowa,Plains
34056,Shannon Hills,Arkansas,Southeast
34057,Shannondale,West Virginia,Southeast
34058,Shapleigh,Maine,New England
34059,Shark River Hills,New Jersey,Mideast
34060,Sharon,Kansas,Plains
34061,Sharon,Pennsylvania,Mideast
34062,Sharon,Massachusetts[E],New England
34063,Sharon,Wisconsin,Great Lakes
34064,Sharon,North Dakota,Plains
34065,Sharon,Georgia,Southeast
34066,Sharon,South Carolina,Southeast
34067,Sharon,Tennessee,Southeast
34068,Simnasho,Oregon,Far West
34069,Simons,Ohio,Great Lakes
34070,Simonton,Texas,Southwest
34071,Simonton Lake,Indiana,Great Lakes
34072,Simpson,Kansas,Plains
34073,Simpson,Louisiana,Southeast
34074,Simpson,North Carolina,Southeast
34075,Simpson,Illinois,Great Lakes
34076,Simpson,Pennsylvania,Mideast
34077,Simpson,Montana,Rocky Mountain
34078,Simpson,Minnesota,Plains
34079,Simpsons,Virginia,Southeast
34080,Simpsonville,Maryland,Mideast
34081,Simpsonville,Kentucky,Southeast
34082,Simpsonville,South Carolina,Southeast
34083,Sims,North Carolina,Southeast
34084,Sims,Illinois,Great Lakes
34085,Sims,Arkansas,Southeast
34086,Sims,Indiana,Great Lakes
34087,Sims Chapel,Alabama,Southeast
34088,Simsboro,Louisiana,Southeast
34089,Simsbury,Connecticut,New England
34090,Sinai,South Dakota,Plains
34091,Sinclair,Wyoming,Rocky Mountain
34092,Sinclairville,New York,Mideast
34093,Singer,Louisiana,Southeast
34094,Singleton,Colorado,Rocky Mountain
34095,Singleton,Texas,Southwest
34096,Sink Creek,Florida,Southeast
34097,Sinking Spring,Pennsylvania,Mideast
34098,Sinking Spring,Ohio,Great Lakes
34099,Sinton,Texas,Southwest
34100,Sioux Center,Iowa,Plains
34101,Sioux City,Iowa,Plains
34102,Skidmore,Missouri,Plains
34103,Robertson,Wyoming,Rocky Mountain
34104,Robertson,Missouri,Plains
34105,Robertsville,New Jersey,Mideast
34106,Robertsville,Ohio,Great Lakes
34107,Robesonia,Pennsylvania,Mideast
34108,Robie Creek,Idaho,Rocky Mountain
34109,Robin,Idaho,Rocky Mountain
34110,Robins,Iowa,Plains
34111,Robinson,Kansas,Plains
34112,Robinson,Illinois,Great Lakes
34113,Robinson,North Dakota,Plains
34114,Robinson,Iowa,Plains
34115,Robinson,Pennsylvania,Mideast
34116,Robinson,Texas,Southwest
34117,Robinson,Kentucky,Southeast
34118,Robinsonville,Mississippi,Southeast
34119,Robstown,Texas,Southwest
34120,Roby,Texas,Southwest
34121,Roby,Missouri,Plains
34122,Roca,Nebraska,Plains
34123,Rochelle,Georgia,Southeast
34124,Rochelle,Illinois,Great Lakes
34125,Rochelle,Texas,Southwest
34126,Rochelle,Florida,Southeast
34127,Rochelle Park,New Jersey,Mideast
34128,Rocheport,Missouri,Plains
34129,Rochert,Minnesota,Plains
34130,Rochester,Massachusetts[E],New England
34131,Rochester,Iowa,Plains
34132,Rochester,Vermont,New England
34133,Rochester,Texas,Southwest
34134,Rochester,Indiana,Great Lakes
34135,Rochester,Minnesota,Plains
34136,South Chelmsford,Massachusetts[E],New England
34137,Riegelwood,North Carolina,Southeast
34138,Rochester,New Hampshire,New England
34139,Rome,Georgia,Southeast
34140,Rome,Ohio,Great Lakes
34141,Rome,Iowa,Plains
34142,Rome,Illinois,Great Lakes
34143,Rome,New York,Mideast
34144,Rome,Pennsylvania,Mideast
34145,Rome,Wisconsin,Great Lakes
34146,Rome City,Indiana,Great Lakes
34147,Romeo,Michigan,Great Lakes
34148,Romeo,Florida,Southeast
34149,Romeo,Colorado,Rocky Mountain
34150,Romeoville,Illinois,Great Lakes
34151,Romero,Texas,Southwest
34152,Romeroville,New Mexico,Southwest
34153,Romeville,Louisiana,Southeast
34154,Romney,Texas,Southwest
34155,Romney,West Virginia,Southeast
34156,Romoland,California,Far West
34157,Romulus,Michigan,Great Lakes
34158,Romulus,New York,Mideast
34159,Ronald,Washington,Far West
34160,Ronan,Montana,Rocky Mountain
34161,Ronceverte,West Virginia,Southeast
34162,Ronco,Pennsylvania,Mideast
34163,Ronda,North Carolina,Southeast
34164,Rondo,Arkansas,Southeast
34165,Rondout,Illinois,Great Lakes
34166,Ronkonkoma,New York,Mideast
34167,Ronneby,Minnesota,Plains
34168,Roodhouse,Illinois,Great Lakes
34169,Roopville,Georgia,Southeast
34170,Sabattus,Maine,New England
34171,Saint Charles,Virginia,Southeast
34172,Saint Charles,South Dakota,Plains
34173,Saint Charles,Michigan,Great Lakes
34174,Saint Charles,Kentucky,Southeast
34175,Saint Charles,Arkansas,Southeast
34176,Saint Clair,Michigan,Great Lakes
34177,Saint Clair,Pennsylvania,Mideast
34178,Saint Clair,Missouri,Plains
34179,Saint Clair,Minnesota,Plains
34180,Saint Clair,Louisiana,Southeast
34181,Saint Clair,Georgia,Southeast
34182,Saint Clair Haven,Michigan,Great Lakes
34183,Saint Clair Shores,Michigan,Great Lakes
34184,Saint Clairsville,Pennsylvania,Mideast
34185,Saint Clairsville,Ohio,Great Lakes
34186,Saint Clement,Missouri,Plains
34187,Saint Cloud,Minnesota,Plains
34188,Saint Cloud,Wisconsin,Great Lakes
34189,Saint Cloud,Florida,Southeast
34190,Saint Cloud,Missouri,Plains
34191,Saint Croix Falls,Wisconsin,Great Lakes
34192,Saint David,Illinois,Great Lakes
34193,Saint David,Arizona,Southwest
34194,Saint David,Maine,New England
34195,Saint Dennis,Kentucky,Southeast
34196,Saint Donatus,Iowa,Plains
34197,Saint Edward,Nebraska,Plains
34198,Saint Elizabeth,Missouri,Plains
34199,Saint Elmo,Illinois,Great Lakes
34200,Saint Florian,Alabama,Southeast
34201,Saint Francis,Arkansas,Southeast
34202,Saint Francis,Kansas,Plains
34203,Saint Hilaire,Minnesota,Plains
34204,Saint James,Illinois,Great Lakes
34205,New Willard,Texas,Southwest
34206,New Wilmington,Pennsylvania,Mideast
34207,New Windsor,New York,Mideast
34208,New Windsor,Maryland,Mideast
34209,New Woodstock,New York,Mideast
34210,New Woodville,Oklahoma,Southwest
34211,New York,Texas,Southwest
34212,New York,New York,Mideast
34213,New York Mills,Minnesota,Plains
34214,New York Mills,New York,Mideast
34215,New Zion,South Carolina,Southeast
34216,Newald,Wisconsin,Great Lakes
34217,Newark,Texas,Southwest
34218,Newark,California,Far West
34219,Newark,Wisconsin,Great Lakes
34220,Newark,New York,Mideast
34221,Newark,New Jersey,Mideast
34222,Newark,Ohio,Great Lakes
34223,Newark,Delaware,Mideast
34224,Newark,Maryland,Mideast
34225,Newark,Missouri,Plains
34226,Newark,Illinois,Great Lakes
34227,Newark,Arkansas,Southeast
34228,Newark Valley,New York,Mideast
34229,Newaukum,Washington,Far West
34230,Newaygo,Michigan,Great Lakes
34231,Newberg,Oregon,Far West
34232,Newbern,Tennessee,Southeast
34233,Newbern,Alabama,Southeast
34234,Newberry,Florida,Southeast
34235,Newberry,South Carolina,Southeast
34236,Newberry,Michigan,Great Lakes
34237,Newberry,Indiana,Great Lakes
34238,Newberry Springs,California,Far West
34239,Millersburg,Pennsylvania,Mideast
34240,Millersburg,Indiana,Great Lakes
34241,Millersburg,Iowa,Plains
34242,Millersburg,Kentucky,Southeast
34243,Millersburg,Ohio,Great Lakes
34244,Millersburg,Michigan,Great Lakes
34245,Millersport,Ohio,Great Lakes
34246,Millerstown,Pennsylvania,Mideast
34247,Millersview,Texas,Southwest
34248,Millersville,Missouri,Plains
34249,Millersville,Maryland,Mideast
34250,Millersville,Pennsylvania,Mideast
34251,Millersville,Tennessee,Southeast
34252,Millerton,New York,Mideast
34253,Millerton,Iowa,Plains
34254,Millerton,Oklahoma,Southwest
34255,Millerton,Pennsylvania,Mideast
34256,Millerville,Alabama,Southeast
34257,Millerville,Minnesota,Plains
34258,Millett,Texas,Southwest
34259,Millett,South Carolina,Southeast
34260,Milleville Beach,Michigan,Great Lakes
34261,Millfield,Ohio,Great Lakes
34262,Millgrove,Indiana,Great Lakes
34263,Millhaven,Georgia,Southeast
34264,Millheim,Pennsylvania,Mideast
34265,Millhousen,Indiana,Great Lakes
34266,Millhurst,New Jersey,Mideast
34267,Millican,Texas,Southwest
34268,Milligan,Florida,Southeast
34269,Milligan,Nebraska,Plains
34270,Milligantown,Pennsylvania,Mideast
34271,Milliken,Colorado,Rocky Mountain
34272,Millikin,Louisiana,Southeast
34273,Mosses,Alabama,Southeast
34274,Mossville,Illinois,Great Lakes
34275,Mossy Head,Florida,Southeast
34276,Mossyrock,Washington,Far West
34277,Motley,Virginia,Southeast
34278,Motley,Minnesota,Plains
34279,Mott,North Dakota,Plains
34280,Moulton,Iowa,Plains
34281,Moulton,Alabama,Southeast
34282,Moulton,Texas,Southwest
34283,Moulton Heights,Alabama,Southeast
34284,Moultonborough,New Hampshire,New England
34285,Moultrie,Georgia,Southeast
34286,Mound,Louisiana,Southeast
34287,Mound,Minnesota,Plains
34288,Mound Bayou,Mississippi,Southeast
34289,Mound City,Missouri,Plains
34290,Mound City,Kansas,Plains
34291,Mound City,Illinois,Great Lakes
34292,Mound City,South Dakota,Plains
34293,Mound Station,Illinois,Great Lakes
34294,Mound Valley,Kansas,Plains
34295,Moundridge,Kansas,Plains
34296,Mounds,Illinois,Great Lakes
34297,Mounds,Oklahoma,Southwest
34298,Mounds View,Minnesota,Plains
34299,Moundsville,West Virginia,Southeast
34300,Moundville,Missouri,Plains
34301,Moundville,Alabama,Southeast
34302,Mount Aetna,Maryland,Mideast
34303,Mount Aetna,Pennsylvania,Mideast
34304,Mount Airy,Virginia,Southeast
34305,Mount Airy,Maryland,Mideast
34306,Mount Airy,Georgia,Southeast
34307,Oneida,Tennessee,Southeast
34308,Oneida Castle,New York,Mideast
34309,O'Neill,Nebraska,Plains
34310,Onekama,Michigan,Great Lakes
34311,Oneonta,Alabama,Southeast
34312,Oneonta,New York,Mideast
34313,Oneonta,Kentucky,Southeast
34314,Ong,Nebraska,Plains
34315,Onida,South Dakota,Plains
34316,Onion Creek,Texas,Southwest
34317,Onley,Virginia,Southeast
34318,Ono,California,Far West
34319,Onset,Massachusetts[E],New England
34320,Onslow,Iowa,Plains
34321,Onsted,Michigan,Great Lakes
34322,Ontario,Ohio,Great Lakes
34323,Ontario,Wisconsin,Great Lakes
34324,Ontario,New York,Mideast
34325,Ontario,Oregon,Far West
34326,Ontario,California,Far West
34327,Onton,Kentucky,Southeast
34328,Ontonagon,Michigan,Great Lakes
34329,Onward,Indiana,Great Lakes
34330,Onward,Mississippi,Southeast
34331,Onycha,Alabama,Southeast
34332,Onyx,California,Far West
34333,Onyx,Arkansas,Southeast
34334,Oolitic,Indiana,Great Lakes
34335,Oologah,Oklahoma,Southwest
34336,Ooltewah,Tennessee,Southeast
34337,Oostburg,Wisconsin,Great Lakes
34338,Opal,Wyoming,Rocky Mountain
34339,Opal,Virginia,Southeast
34340,Opal,South Dakota,Plains
34341,Opal Cliffs,California,Far West
34342,Pennville,Indiana,Great Lakes
34343,Penobscot,Maine,New England
34344,Penrose,Arkansas,Southeast
34345,Penrose,Utah,Rocky Mountain
34346,Penrose,Colorado,Rocky Mountain
34347,Penryn,California,Far West
34348,Penryn,Pennsylvania,Mideast
34349,Pensacola,Oklahoma,Southwest
34350,Pensacola,Florida,Southeast
34351,Pensaukee,Wisconsin,Great Lakes
34352,Penton,Mississippi,Southeast
34353,Penton,Alabama,Southeast
34354,Pentress,West Virginia,Southeast
34355,Pentwater,Michigan,Great Lakes
34356,Peñuelas,Puerto Rico (US Territory),External
34357,Penwell,Texas,Southwest
34358,Penzance,Arizona,Southwest
34359,Peoa,Utah,Rocky Mountain
34360,Peoria,Oregon,Far West
34361,Peoria,Oklahoma,Southwest
34362,Peoria,Arizona,Southwest
34363,Peoria,Colorado,Rocky Mountain
34364,Peoria,Mississippi,Southeast
34365,Peoria,Ohio,Great Lakes
34366,Peoria,Kansas,Plains
34367,Peoria,Illinois,Great Lakes
34368,Peoria Heights,Illinois,Great Lakes
34369,Peosta,Iowa,Plains
34370,Peotone,Illinois,Great Lakes
34371,Pep,New Mexico,Southwest
34372,Pepe'ekeo,Hawaii,Far West
34373,Pepin,Wisconsin,Great Lakes
34374,Pepper Pike,Ohio,Great Lakes
34375,Pepperell,Massachusetts[E],New England
34376,Petersburg,New York,Mideast
34377,Henderson,Louisiana,Southeast
34378,Port Deposit,Maryland,Mideast
34379,Raoul,Georgia,Southeast
34380,Santa Rosa,California,Far West
34381,Sharon,Idaho,Rocky Mountain
34382,Sioux Falls,South Dakota,Plains
34383,Spanish Fort,Alabama,Southeast
34384,Spanish Lake,Missouri,Plains
34385,Spargursville,Ohio,Great Lakes
34386,Sparkill,New York,Mideast
34387,Sparkman,Arkansas,Southeast
34388,Sparks,Georgia,Southeast
34389,Sparks,Nevada,Far West
34390,Sparks,Oklahoma,Southwest
34391,Sparks,Nebraska,Plains
34392,Sparksville,Indiana,Great Lakes
34393,Sparland,Illinois,Great Lakes
34394,Sparlingville,Michigan,Great Lakes
34395,Sparr,Florida,Southeast
34396,Sparta,New Jersey,Mideast
34397,Sparta,Ohio,Great Lakes
34398,Sparta,Missouri,Plains
34399,Sparta,Michigan,Great Lakes
34400,Sparta,North Carolina,Southeast
34401,Sparta,Georgia,Southeast
34402,Sparta,Kentucky,Southeast
34403,Sparta,Tennessee,Southeast
34404,Sparta,Illinois,Great Lakes
34405,Sparta,Wisconsin,Great Lakes
34406,Spartanburg,South Carolina,Southeast
34407,Spartansburg,Pennsylvania,Mideast
34408,Spaulding,Illinois,Great Lakes
34409,Spaulding,Oklahoma,Southwest
34410,Henderson,West Virginia,Southeast
34411,Henderson,Maryland,Mideast
34412,Henderson,Minnesota,Plains
34413,Henderson,Iowa,Plains
34414,Henderson,Nebraska,Plains
34415,Henderson,Texas,Southwest
34416,Henderson,Nevada,Far West
34417,Henderson,New York,Mideast
34418,Henderson,Michigan,Great Lakes
34419,Henderson,Colorado,Rocky Mountain
34420,Henderson,Arkansas,Southeast
34421,Henderson,Georgia,Southeast
34422,Henderson Point,Mississippi,Southeast
34423,Hendersonville,Pennsylvania,Mideast
34424,Hendersonville,South Carolina,Southeast
34425,Hendersonville,Tennessee,Southeast
34426,Hendersonville,North Carolina,Southeast
34427,Hendley,Nebraska,Plains
34428,Hendricks,Minnesota,Plains
34429,Hendricks,West Virginia,Southeast
34430,Hendrix,Oklahoma,Southwest
34431,Hendrix,Alabama,Southeast
34432,Hendron,Kentucky,Southeast
34433,Hendrum,Minnesota,Plains
34434,Henefer,Utah,Rocky Mountain
34435,Henlawson,West Virginia,Southeast
34436,Henley,Missouri,Plains
34437,Henlopen Acres,Delaware,Mideast
34438,Henly,Texas,Southwest
34439,Hennepin,Oklahoma,Southwest
34440,Hennepin,Illinois,Great Lakes
34441,Hennessey,Oklahoma,Southwest
34442,Henniker,New Hampshire,New England
34443,Henning,Minnesota,Plains
34444,Hermosa,South Dakota,Plains
34445,Spavinaw,Oklahoma,Southwest
34446,Ridgeland,South Carolina,Southeast
34447,Ridgeland,Mississippi,Southeast
34448,Ridgeley,West Virginia,Southeast
34449,Ridgely,Maryland,Mideast
34450,Ridgely,Tennessee,Southeast
34451,Ridgely,Missouri,Plains
34452,Ridgemark,California,Far West
34453,Ridgeside,Tennessee,Southeast
34454,Ridgetop,Tennessee,Southeast
34455,Ridgeview,South Dakota,Plains
34456,Ridgeview,West Virginia,Southeast
34457,Ridgeville,Indiana,Great Lakes
34458,Ridgeville,South Carolina,Southeast
34459,Ridgeville,Alabama,Southeast
34460,Ridgeville Corners,Ohio,Great Lakes
34461,Ridgeway,Texas,Southwest
34462,Ridgeway,New York,Mideast
34463,Ridgeway,South Carolina,Southeast
34464,Ridgeway,Ohio,Great Lakes
34465,Ridgeway,Virginia,Southeast
34466,Ridgeway,Iowa,Plains
34467,Ridgeway,Missouri,Plains
34468,Ridgeway,Wisconsin,Great Lakes
34469,Ridgewood,New Jersey,Mideast
34470,Ridgewood,Illinois,Great Lakes
34471,Ridgewood,New York,Mideast
34472,Ridgway,Colorado,Rocky Mountain
34473,Ridgway,Pennsylvania,Mideast
34474,Ridgway,Illinois,Great Lakes
34475,Ridley Park,Pennsylvania,Mideast
34476,Ridott,Illinois,Great Lakes
34477,Riegelsville,Pennsylvania,Mideast
34478,Port Dickinson,New York,Mideast
34479,Port Edwards,Wisconsin,Great Lakes
34480,Port Ewen,New York,Mideast
34481,Port Gamble,Washington,Far West
34482,Port Gibson,New York,Mideast
34483,Port Gibson,Mississippi,Southeast
34484,Port Graham,Alaska,Far West
34485,Port Hadlock,Washington,Far West
34486,Port Heiden,Alaska,Far West
34487,Port Henry,New York,Mideast
34488,Port Hope,Michigan,Great Lakes
34489,Port Hudson,Louisiana,Southeast
34490,Port Hueneme,California,Far West
34491,Port Huron,Michigan,Great Lakes
34492,Port Isabel,Texas,Southwest
34493,Port Jefferson,New York,Mideast
34494,Port Jefferson,Ohio,Great Lakes
34495,Port Jefferson Station,New York,Mideast
34496,Port Jervis,New York,Mideast
34497,Port Kent,New York,Mideast
34498,Port LaBelle,Florida,Southeast
34499,Port Lavaca,Texas,Southwest
34500,Port Leyden,New York,Mideast
34501,Port Lions,Alaska,Far West
34502,Port Ludlow,Washington,Far West
34503,Port Madison,Washington,Far West
34504,Port Mansfield,Texas,Southwest
34505,Port Matilda,Pennsylvania,Mideast
34506,Port Mayaca,Florida,Southeast
34507,Port Moller,Alaska,Far West
34508,Port Monmouth,New Jersey,Mideast
34509,Port Neches,Texas,Southwest
34510,Port Norris,New Jersey,Mideast
34511,Rapelje,Montana,Rocky Mountain
34512,Rapid City,Michigan,Great Lakes
34513,Rapid City,South Dakota,Plains
34514,Rapid Valley,South Dakota,Plains
34515,Rapids,New York,Mideast
34516,Rapids City,Illinois,Great Lakes
34517,Raquette Lake,New York,Mideast
34518,Rarden,Ohio,Great Lakes
34519,Rardin,Illinois,Great Lakes
34520,Raritan,Illinois,Great Lakes
34521,Raritan,New Jersey,Mideast
34522,Ratcliff,Arkansas,Southeast
34523,Ratcliff,Texas,Southwest
34524,Rathbone,New York,Mideast
34525,Rathbun,Iowa,Plains
34526,Rathdrum,Idaho,Rocky Mountain
34527,Ratliff,Florida,Southeast
34528,Ratliff City,Oklahoma,Southwest
34529,Raton,New Mexico,Southwest
34530,Rattan,Oklahoma,Southwest
34531,Raub,North Dakota,Plains
34532,Rauchtown,Pennsylvania,Mideast
34533,Ravalli,Montana,Rocky Mountain
34534,Ravanna,Missouri,Plains
34535,Raven,Virginia,Southeast
34536,Ravena,New York,Mideast
34537,Ravendale,California,Far West
34538,Ravenden,Arkansas,Southeast
34539,Ravenden Springs,Arkansas,Southeast
34540,Ravenel,South Carolina,Southeast
34541,Ravenna,Kentucky,Southeast
34542,Ravenna,Michigan,Great Lakes
34543,Ravenna,Nebraska,Plains
34544,Ravenna,Ohio,Great Lakes
34545,Port William,Ohio,Great Lakes
34546,Ravenna,Texas,Southwest
34547,South Amherst,Massachusetts[E],New England
34548,South Amherst,Ohio,Great Lakes
34549,South Ashburnham,Massachusetts[E],New England
34550,South Barre,Vermont,New England
34551,South Barrington,Illinois,Great Lakes
34552,South Bay,Florida,Southeast
34553,South Beach,Oregon,Far West
34554,South Beloit,Illinois,Great Lakes
34555,South Bend,Indiana,Great Lakes
34556,South Bend,Nebraska,Plains
34557,South Bend,Texas,Southwest
34558,South Bend,Washington,Far West
34559,South Berwick,Maine,New England
34560,South Bethany,Delaware,Mideast
34561,South Bethlehem,Pennsylvania,Mideast
34562,South Bloomfield,Ohio,Great Lakes
34563,South Blooming Grove,New York,Mideast
34564,South Bloomingville,Ohio,Great Lakes
34565,South Boardman,Michigan,Great Lakes
34566,South Boston,Virginia,Southeast
34567,South Bound Brook,New Jersey,Mideast
34568,South Branch,New Jersey,Mideast
34569,South Bristol,New York,Mideast
34570,South Bristol,Maine,New England
34571,South Broadway,Washington,Far West
34572,South Burlington,Vermont,New England
34573,South Canal,Ohio,Great Lakes
34574,South Carrollton,Kentucky,Southeast
34575,South Carthage,Tennessee,Southeast
34576,South Charleston,Ohio,Great Lakes
34577,South Charleston,West Virginia,Southeast
34578,Ravenna,Montana,Rocky Mountain
34579,Ravensdale,Washington,Far West
34580,Ravenswood,West Virginia,Southeast
34581,Ravenswood,Louisiana,Southeast
34582,Ravensworth,Virginia,Southeast
34583,Ravenwood,South Carolina,Southeast
34584,Ravenwood,Missouri,Plains
34585,Ravia,Oklahoma,Southwest
34586,Ravine,Pennsylvania,Mideast
34587,Ravinia,South Dakota,Plains
34588,Rawlings,Maryland,Mideast
34589,Rawlins,Wyoming,Rocky Mountain
34590,Rawls Springs,Mississippi,Southeast
34591,Rawson,North Dakota,Plains
34592,Rawson,Ohio,Great Lakes
34593,Rawsonville,Michigan,Great Lakes
34594,Ray,Minnesota,Plains
34595,Ray,Arizona,Southwest
34596,Ray,Alabama,Southeast
34597,Ray,North Dakota,Plains
34598,Ray City,Georgia,Southeast
34599,Rayburn,Texas,Southwest
34600,Rayland,Ohio,Great Lakes
34601,Rayle,Georgia,Southeast
34602,Raymer,Colorado,Rocky Mountain
34603,Raymond,Washington,Far West
34604,Raymond,Georgia,Southeast
34605,Raymond,Maine,New England
34606,Raymond,Idaho,Rocky Mountain
34607,Raymond,Ohio,Great Lakes
34608,Raymond,California,Far West
34609,Raymond,Wisconsin,Great Lakes
34610,Raymond,Montana,Rocky Mountain
34611,Raymond,Indiana,Great Lakes
34612,Santa Rosa,Arizona,Southwest
34613,Santa Rosa Beach,Florida,Southeast
34614,Santa Rosa Valley,California,Far West
34615,Santa Susana,California,Far West
34616,Santa Teresa,New Mexico,Southwest
34617,Santa Venetia,California,Far West
34618,Santa Ynez,California,Far West
34619,Santan,Arizona,Southwest
34620,Santaquin,Utah,Rocky Mountain
34621,Santee,California,Far West
34622,Santee,South Carolina,Southeast
34623,Santee,Nebraska,Plains
34624,Santiago,Pennsylvania,Mideast
34625,Santiago,Minnesota,Plains
34626,Santo,Texas,Southwest
34627,Santo Domingo,Puerto Rico (US Territory),External
34628,Santo Domingo Pueblo,New Mexico,Southwest
34629,Santos,Florida,Southeast
34630,Sapello,New Mexico,Southwest
34631,Sapelo Island,Georgia,Southeast
34632,Sappho,Washington,Far West
34633,Sappington,Montana,Rocky Mountain
34634,Sappington,Missouri,Plains
34635,Sapulpa,Oklahoma,Southwest
34636,Saragosa,Texas,Southwest
34637,Sarah,Mississippi,Southeast
34638,Sarah Ann,West Virginia,Southeast
34639,Sarahsville,Ohio,Great Lakes
34640,Saraland,Alabama,Southeast
34641,Saranac,Michigan,Great Lakes
34642,Saranac,New York,Mideast
34643,Saranac Lake,New York,Mideast
34644,Saranap,California,Far West
34645,Sarasota,Florida,Southeast
34646,Sharon,Mississippi,Southeast
34647,Sharon,Connecticut,New England
34648,Sharon,Oklahoma,Southwest
34649,Sharon,Vermont,New England
34650,Sharon,New York,Mideast
34651,Sharon,New Hampshire,New England
34652,Sharon Hill,Pennsylvania,Mideast
34653,Sharon Springs,New York,Mideast
34654,Sharon Springs,Kansas,Plains
34655,Sharonville,Ohio,Great Lakes
34656,Sharp,Texas,Southwest
34657,Sharpe,Kentucky,Southeast
34658,Sharpe,Kansas,Plains
34659,Sharpes,Florida,Southeast
34660,Sharpsburg,North Carolina,Southeast
34661,Sharpsburg,Georgia,Southeast
34662,Sharpsburg,Kentucky,Southeast
34663,Sharpsburg,Pennsylvania,Mideast
34664,Sharpsburg,Iowa,Plains
34665,Sharpsburg,Maryland,Mideast
34666,Sharpsburg,Ohio,Great Lakes
34667,Sharpsville,Pennsylvania,Mideast
34668,Sharpsville,Indiana,Great Lakes
34669,Sharptown,Maryland,Mideast
34670,Sharptown,Indiana,Great Lakes
34671,Sharptown,New Jersey,Mideast
34672,Shartlesville,Pennsylvania,Mideast
34673,Shasta,California,Far West
34674,Shasta Lake,California,Far West
34675,Shattuck,Oklahoma,Southwest
34676,Shauck,Ohio,Great Lakes
34677,Shavano Park,Texas,Southwest
34678,Shaver Lake,California,Far West
34679,Shavertown,Pennsylvania,Mideast
34680,Readlyn,Iowa,Plains
34681,Saratoga,North Carolina,Southeast
34682,Shaw,Kansas,Plains
34683,Sioux Pass,Montana,Rocky Mountain
34684,Sioux Rapids,Iowa,Plains
34685,Sipsey,Alabama,Southeast
34686,Siracusaville,Louisiana,Southeast
34687,Siren,Wisconsin,Great Lakes
34688,Sirmans,Florida,Southeast
34689,Sirmans,Georgia,Southeast
34690,Sisquoc,California,Far West
34691,Sisseton,South Dakota,Plains
34692,Sissonville,West Virginia,Southeast
34693,Sister Bay,Wisconsin,Great Lakes
34694,Sister Lakes,Michigan,Great Lakes
34695,Sisters,Oregon,Far West
34696,Sistersville,West Virginia,Southeast
34697,Sitka,Alaska,Far West
34698,Sitka,Kansas,Plains
34699,Sitka,Kentucky,Southeast
34700,Six Mile,Georgia,Southeast
34701,Six Mile,South Carolina,Southeast
34702,Sixes,Oregon,Far West
34703,Sixteen,Montana,Rocky Mountain
34704,Skagway,Alaska,Far West
34705,Skamokawa,Washington,Far West
